"nr","groep","soort","species","lijst","GBIF_codes","marien","brakwater","zoetwater","terrestrisch","Cfa","Cfb","somCfaCfb","natuur","volksgezondheid","veiligheid","infrastructuur","socioeconomisch","aan_Vlaanderen","hokken_VL","hokken_N2000","percent_in_N2000","percent_in_HRL","percent_in_VRL","promille_van_N2000","promille_van_HRL","promille_van_VRL","svt_Vlaanderen","svt_N2000","indamming_min","indamming_gem","indamming_stafw","indamming_max","uitroeiing_min","uitroeiing_gem","uitroeiing_stafw","uitroeiing_max","int_groep"
75,"dier","wasbeer","Procyon lotor L., 1758","1","5218786",0,0,0,1,0.380647422417638,0.238051997705983,0.618699420123621,1,1,0,1,0,"aanwezig",81,44,54.3,53.1,18.5,3.5,3.6,1.6,"opkomend","potentieel opkomend",2.42857142857143,2.85714285714286,0.377964473009227,3.14285714285714,1.85714285714286,2.04761904761905,0.164957219768464,2.14285714285714,"REL-AAN-GEV-BEP"
76,"dier","blauwbandgrondel","Pseudorasbora parva Temminck & Schlegel, 1846","1","2362868",0,1,1,0,0.123760640163228,0.730034749896388,0.853795390059616,1,0,0,0,1,"aanwezig",413,177,42.9,34.9,23.2,13.9,12.2,10.3,"niet opkomend","niet opkomend",2.71428571428571,2.80952380952381,0.0824786098842322,2.85714285714286,1.85714285714286,2.38095238095238,0.577350269189626,3,"REL-AAN-GEV-VER-BUI"
77,"dier","roodbuikbuulbuul","Pycnonotus cafer (Linnaeus, 1766)","4","2486131",0,0,0,1,0.00967947586404092,5.68951859378442e-05,0.00973637104997876,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
78,"dier","grijze eekhoorn","Sciurus carolinensis Gmelin, 1788","1","5219681",0,0,0,1,0.206911561535986,0.662556066541758,0.869467628077744,1,0,0,0,0,"sporadisch",7,2,28.6,0,28.6,0.2,0,0.2,"onduidelijk","niet opkomend",2.28571428571429,2.85714285714286,0.515078753637713,3.28571428571429,2.71428571428571,3.42857142857143,0.622699849077239,3.85714285714286,"REL-AAN-SPO"
79,"dier","Amerikaanse voseekhoorn","Sciurus niger L., 1758","1","5219683",0,0,0,1,0.483757588667589,0.00185323250612418,0.485610821173713,1,0,0,0,0,"sporadisch",2,1,50,50,50,0.1,0.1,0.1,"onduidelijk","onvoldoende data",2.28571428571429,3.0952380952381,0.733085919920984,3.71428571428571,3.85714285714286,3.85714285714286,0,3.85714285714286,"REL-AAN-SPO"
80,"dier","tropische vuurmier","Solenopsis geminata (Fabricius, 1804)","4","5035187",0,0,0,1,0.0645012457322137,0.0150410630248223,0.079542308757036,1,1,0,1,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
81,"dier","rode vuurmier","Solenopsis invicta Buren, 1972","4","5035230",0,0,0,1,0.887656563725021,0.00181661726742518,0.889473180992446,1,1,0,1,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
82,"dier","zwarte vuurmier","Solenopsis richteri Forel, 1909","4","5035017",0,0,0,1,0.962025316455696,0.0189873417721519,0.981012658227848,1,1,0,1,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
83,"dier","Siberische grondeekhoorn","Tamias sibiricus Laxmann, 1769","1","2437450",0,0,0,1,0.0918328657010692,0.268522029271252,0.360354894972321,1,0,0,0,0,"aanwezig",33,28,84.8,84.8,30.3,2.2,2.4,1.1,"potentieel opkomend","potentieel opkomend",2.71428571428571,3.23809523809524,0.501697797754892,3.71428571428571,2.71428571428571,3.0952380952381,0.359515925489083,3.42857142857143,"REL-AAN-GEV-BEP"
84,"dier","heilige ibis","Threskiornis aethiopicus Latham, 1790","1","2480764",0,1,1,1,0.129672901376598,0.132091878178038,0.261764779554636,1,0,0,0,0,"sporadisch",112,70,62.5,50,45.5,5.5,4.7,5.5,"potentieel opkomend","onduidelijk",3.14285714285714,3.66666666666667,0.501697797754893,4.14285714285714,3.14285714285714,3.71428571428571,0.571428571428571,4.28571428571429,"REL-AAN-SPO"
85,"dier","lettersierschildpad","Trachemys scripta Schoepff, 1792","1","2443002",0,0,1,0,0.53024234216062,0.209780134282338,0.740022476442958,1,0,0,0,0,"aanwezig",747,304,40.7,37.6,16.1,23.9,23.7,12.8,"opkomend","onvoldoende data",3.57142857142857,3.71428571428571,0.202030508910442,3.85714285714286,3.28571428571429,3.52380952380952,0.218217890235993,3.71428571428571,"REL-AAN-GEV-VER-BUI"
86,"dier","Aziatische hoornaar","Vespa velutina nigrithorax de Buysson, 1905","1","6247411, 1311477",0,0,0,1,0.101,0.711,0.812,1,1,1,0,1,"aanwezig",3852,959,24.9,23.3,6.9,75.3,75.8,28.2,"opkomend","opkomend",2.28571428571429,2.42857142857143,0.142857142857143,2.57142857142857,2.28571428571429,2.38095238095238,0.164957219768465,2.57142857142857,"REL-AAN-GEV-VER-BUI"
87,"dier","dwergvuurmier","Wasmannia auropunctata (Roger, 1863)","4","1315391",0,0,0,1,0.0303650263809626,0.0101216754603208,0.0404867018412834,1,1,0,1,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,"nvt","nvt",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW"
88,"dier","Afrikaanse klauwkikker","Xenopus laevis (Daudin, 1802)","4","5217334",0,0,1,0,0.0198840099420049,0.101629384148025,0.12151339409003,1,0,0,0,0,"sporadisch",2,0,0,0,0,0,0,0,"onvoldoende data","onvoldoende data",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-SPO"
89,"plant","alsemambrosia","Ambrosia artemisiifolia L.","nvt","8002952",0,0,0,1,0.198561105476673,0.590216151115618,0.788777256592291,0,1,0,1,1,"aanwezig",709,207,29.2,26,13.7,16.3,15.5,10.4,"niet opkomend","onduidelijk",NA,NA,NA,NA,NA,NA,NA,NA,"IRR"
90,"plant","watercrassula","Crassula helmsii (Kirk) Cockayne","nvt","5362054",0,0,1,1,0.006,0.952,0.958,1,0,0,1,1,"aanwezig",488,264,54.1,42.8,30.3,20.7,17.7,15.8,"onduidelijk","niet opkomend",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-GEV-VER-NAT"
91,"plant","invasieve duizendknopen","Reynoutria japonica Houtt. (Fallopia japonica (Houtt.) Ronse Decr.), Reynoutria sachalinensis (F.Schmidt) Nakai (Fallopia sachalinensis (F.Schmidt) Ronse Decr.), Reynoutria ×bohemica Chrtek & Chrtková, Fallopia ×bohemica (Chrtek & Chrtková) J.P.Bailey","nvt","2889173 (5334357), 2889088 (5334293), 4038485 (5652296)",0,0,0,1,0.0403607713330041,0.881883549021925,0.922244320354929,1,0,1,1,1,"aanwezig",4231,1574,37.2,33,15,123.6,118,68,"onduidelijk","onduidelijk",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-GEV-VER-BUI"
92,"dier","Aziatische tijgermug","Aedes albopictus (Skuse, 1894)","nvt","1651430",0,0,0,1,0.462364879405386,0.0378751510536509,0.500240030459037,0,1,1,0,1,"sporadisch",5,1,20,0,20,0.1,0,0.1,"onduidelijk","onduidelijk",NA,NA,NA,NA,NA,NA,NA,NA,"IRR"
93,"dier","Canadese gans","Branta canadensis (Linnaeus, 1758)","nvt","5232437",0,0,1,1,NA,NA,NA,1,0,0,1,1,"aanwezig",6314,2363,37.4,31,17.9,185.5,165.2,120.9,"opkomend","onduidelijk",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-GEV-VER-BUI"
94,"dier","Noord-Aziatische modderkruiper","Misgurnus bipartitus (Sauvage & Dabry de Thiersant 1874)","nvt","2367911",0,0,1,0,0.0232558139534883,0.720930232558139,0.744186046511627,1,0,0,0,0,"sporadisch",1,1,100,0,100,0.1,0,0.1,"onduidelijk","onvoldoende data",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-SPO"
95,"dier","Amerikaanse nerts","Mustela vison Schreber, 1777","nvt","5218823",0,0,1,1,0.03,0.604,0.634,1,0,0,0,0,"aanwezig",30,16,53.3,46.7,26.7,1.3,1.2,0.9,"potentieel opkomend","onduidelijk",NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-GEV-BEP"
