soort,species,abbr,gebied,intersect_area,type
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,Vallei van de Grote Nete - Regio NZ - Eig. ANB,11797.866128996138,anb-domein
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,Vallei van de Grote Nete - Regio SN - Eig. ANB,9789.639129564472,anb-domein
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,Steenkensbeek,973.5428156157759,anb-domein
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,BHP97/41-512-5/67 - DE WATERING,9087.046272812382,NBHP
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,Vallei van de Grote Nete Hullebrug-Herenbossen,8676.247537773408,NBHP
Kesslergrondel,"Ponticola kessleri (Günther, 1861)",Pk,Kolis,6674.251731428343,NBHP
wasbeerhond,"Nyctereutes procyonoides Gray, 1834",Np,Zandig Vlaanderen,6208.658234247974,anb-regio
wasbeerhond,"Nyctereutes procyonoides Gray, 1834",Np,Duvelsnest (Ter Heide),6208.658234247974,anb-domein
wasbeerhond,"Nyctereutes procyonoides Gray, 1834",Np,Rode Dophei,6246.811344544869,NBHP
wasbeerhond,"Nyctereutes procyonoides Gray, 1834",Np,Sint-Andriesveld,712.3447289006799,NBHP
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Bossen van de Vlaamse Ardennen en andere Zuidvlaamse bossen,3243340.0368923307,HBTRL
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Duingebieden inclusief IJzermonding en Zwin,2792551.455169504,HBTRL
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Schelde- en Durme-estuarium van de Nederlandse grens tot Gent,2583732.0958763673,HBTRL
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Durme en de middenloop van de Schelde,2186861.33881062,VGLRL
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Westkust,1698585.5584588936,VGLRL
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,De Demervallei,739317.7017253315,VGLRL
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Kust & Westhoek,4709367.7471570475,anb-regio
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Vlaamse Ardennen & Schelde-Leie,2925538.0644710623,anb-regio
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Brabantse Wouden,2668979.814380294,anb-regio
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Plantentuin Meise,533747.0495169001,anb-domein
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Palingbeek,524194.8956046989,anb-domein
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Zonienwoud,441371.50893694436,anb-domein
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Kust & Westhoek,3144013.097295315,anb-regio
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Brabantse Wouden,1910216.0186855593,anb-regio
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Vlaamse Ardennen & Schelde-Leie,1333003.3380323441,anb-regio
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Zonienwoud,441371.50893694436,anb-domein
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Meerdaalwoud,413649.0394417199,anb-domein
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,De Westhoek,292028.17620850843,anb-domein
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Onbevaarbare waterlopen 1e categorie,740294.0842425079,NBHP
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Zoniënwoud,711384.8283368454,NBHP
Aziatische hoornaar (soort),"Vespa velutina Lepeletier, 1836",Vv,Duinen en Bossen van De Panne,694851.0936735463,NBHP
Leidse plant,Saururus cernuus L.,Sce,Schelde- en Durme-estuarium van de Nederlandse grens tot Gent,46052.652644713584,HBTRL
Leidse plant,Saururus cernuus L.,Sce,Bokrijk en omgeving,31401.573745757574,VGLRL
Leidse plant,Saururus cernuus L.,Sce,Durme en de middenloop van de Schelde,23522.805962571256,VGLRL
Leidse plant,Saururus cernuus L.,Sce,Zandig Vlaanderen,19061.08934756459,anb-regio
Leidse plant,Saururus cernuus L.,Sce,Demerland & Zuiderkempen,1289.4094104309916,anb-regio
Leidse plant,Saururus cernuus L.,Sce,Berlarebroek,19061.08934756459,anb-domein
Leidse plant,Saururus cernuus L.,Sce,Bokrijk,1289.4094104309916,anb-domein
Leidse plant,Saururus cernuus L.,Sce,Zandig Vlaanderen,19061.08934756459,anb-regio
Leidse plant,Saururus cernuus L.,Sce,Berlarebroek,19061.08934756459,anb-domein
Leidse plant,Saururus cernuus L.,Sce,Bos- en aanvullend landschapsbeheerplan Bokrijk,28985.064523639594,NBHP
Leidse plant,Saururus cernuus L.,Sce,Berlare Broek - Donkmeer,18989.85583760715,NBHP
Leidse plant,Saururus cernuus L.,Sce,Demervallei,3361.4049322095525,NBHP
treurmaina,"Acridotheres tristis Linnaeus, 1766",At,Uiterwaarden langs de Limburgse Maas en Vijverbroek,9502.512648607488,HBTRL
moerasanemoon,Houttuynia cordata Thunb.,Hc,Schelde- en Durme-estuarium van de Nederlandse grens tot Gent,40033.64240757747,HBTRL
moerasanemoon,Houttuynia cordata Thunb.,Hc,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",28796.604463031632,HBTRL
moerasanemoon,Houttuynia cordata Thunb.,Hc,Durme en de middenloop van de Schelde,31401.57374576415,VGLRL
moerasanemoon,Houttuynia cordata Thunb.,Hc,Bokrijk en omgeving,15844.469607226085,VGLRL
moerasanemoon,Houttuynia cordata Thunb.,Hc,Groene Gordels,28719.88478150523,anb-regio
moerasanemoon,Houttuynia cordata Thunb.,Hc,Demerland & Zuiderkempen,11863.189406422753,anb-regio
moerasanemoon,Houttuynia cordata Thunb.,Hc,Antwerpse Kempen,10599.969779974534,anb-regio
moerasanemoon,Houttuynia cordata Thunb.,Hc,Spildoorn,28719.88478150523,anb-domein
moerasanemoon,Houttuynia cordata Thunb.,Hc,Den Brandt,9165.266266879655,anb-domein
moerasanemoon,Houttuynia cordata Thunb.,Hc,Welleke,6634.513916367461,anb-domein
moerasanemoon,Houttuynia cordata Thunb.,Hc,Groene Gordels,28719.88478150523,anb-regio
moerasanemoon,Houttuynia cordata Thunb.,Hc,Demerland & Zuiderkempen,6634.513916367461,anb-regio
moerasanemoon,Houttuynia cordata Thunb.,Hc,Antwerpse Kempen,1370.9645111146965,anb-regio
moerasanemoon,Houttuynia cordata Thunb.,Hc,Spildoorn,28719.88478150523,anb-domein
moerasanemoon,Houttuynia cordata Thunb.,Hc,Welleke,6634.513916367461,anb-domein
moerasanemoon,Houttuynia cordata Thunb.,Hc,Linkerscheldeoever - Groot Rietveld,1370.9645111146965,anb-domein
moerasanemoon,Houttuynia cordata Thunb.,Hc,UBBP/AN/10/08 - Nachtegalenpark,21795.73291388034,NBHP
moerasanemoon,Houttuynia cordata Thunb.,Hc,Bos- en aanvullend landschapsbeheerplan Bokrijk,15483.651438295376,NBHP
moerasanemoon,Houttuynia cordata Thunb.,Hc,Vallei van de Winterbeek,4484.856175474983,NBHP
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,Hallerbos en nabije boscomplexen met brongebieden en heiden,14272.603317549918,HBTRL
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,Poldercomplex,62803.14749153328,VGLRL
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,Groene Gordels,93222.19289265995,anb-regio
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,Brabantse Wouden,27164.0430005542,anb-regio
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,Kust & Westhoek,1356.8710777963788,anb-regio
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,Ter Rijst,62637.303543610964,anb-domein
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,Plantentuin Meise,30584.88934904899,anb-domein
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,Provinciedomein Huizingen,27164.0430005542,anb-domein
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,Groene Gordels,62637.303543610964,anb-regio
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,Kust & Westhoek,1356.8710777963788,anb-regio
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,Ter Rijst,62637.303543610964,anb-domein
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,Schorrenpolder,1356.8710777963788,anb-domein
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,Bos Ter Rijst,5777.402046375835,NBHP
Turkse rivierkreeft,"Pontastacus leptodactylus (Eschscholtz, 1823)",Plep,Stadswallen van Damme,2038.39120941906,NBHP
marmerkreeft,"Procambarus virginalis Lyko, 2017",Pv,Provinciaal domein Kessel-Lo,167306.10477907266,NBHP
marmerkreeft,"Procambarus virginalis Lyko, 2017",Pv,Wolvenberg-Brilschans,38150.54203567043,NBHP
marmerkreeft,"Procambarus virginalis Lyko, 2017",Pv,Stiemerbeekvallei,8423.377103016013,NBHP
sikahert,"Cervus nippon Temminck, 1838",Cn,"Valleien van de Laambeek, Zonderikbeek, Slangebeek en Roosterbeek met vijvergebieden en heiden",516223.10057786957,HBTRL
sikahert,"Cervus nippon Temminck, 1838",Cn,"Valleien van de Dijle, Laan en IJse met aangrenzende bos- en moerasgebieden",62803.147491539654,HBTRL
sikahert,"Cervus nippon Temminck, 1838",Cn,"Bovenloop van de Grote Nete met Zammelsbroek, Langdonken en Goor",62277.50863305043,HBTRL
sikahert,"Cervus nippon Temminck, 1838",Cn,Het Vijvercomplex van Midden-Limburg,756834.2534707518,VGLRL
sikahert,"Cervus nippon Temminck, 1838",Cn,"Hamonterheide, Hageven, Buitenheide, Stamprooierbroek en Mariahof",31401.573745761416,VGLRL
sikahert,"Cervus nippon Temminck, 1838",Cn,Demerland & Zuiderkempen,555933.3641981828,anb-regio
sikahert,"Cervus nippon Temminck, 1838",Cn,Brabantse Wouden,50466.910655092746,anb-regio
sikahert,"Cervus nippon Temminck, 1838",Cn,Lage tot aan Hoge Kempen,14126.726388513722,anb-regio
sikahert,"Cervus nippon Temminck, 1838",Cn,Vijvercomplex,555933.3641981828,anb-domein
sikahert,"Cervus nippon Temminck, 1838",Cn,Rodebos en Laanvallei,50466.910655092746,anb-domein
sikahert,"Cervus nippon Temminck, 1838",Cn,Loods Houthalen,14126.726388513722,anb-domein
sikahert,"Cervus nippon Temminck, 1838",Cn,Demerland & Zuiderkempen,555933.3641981828,anb-regio
sikahert,"Cervus nippon Temminck, 1838",Cn,Brabantse Wouden,47782.095463611244,anb-regio
sikahert,"Cervus nippon Temminck, 1838",Cn,Lage tot aan Hoge Kempen,14126.726388513722,anb-regio
sikahert,"Cervus nippon Temminck, 1838",Cn,Vijvercomplex,555933.3641981828,anb-domein
sikahert,"Cervus nippon Temminck, 1838",Cn,Rodebos en Laanvallei,47782.095463611244,anb-domein
sikahert,"Cervus nippon Temminck, 1838",Cn,Loods Houthalen,14126.726388513722,anb-domein
sikahert,"Cervus nippon Temminck, 1838",Cn,Vijvercomplex Midden-Limburg,555913.672349255,NBHP
sikahert,"Cervus nippon Temminck, 1838",Cn,"Dijle-, Laan- en Ijsevallei",60342.56306970927,NBHP
sikahert,"Cervus nippon Temminck, 1838",Cn,Sint-Maartensheide - De Luysen,31401.573745761416,NBHP
gewone gunnera,Gunnera tinctoria (Molina) Mirbel,Gt,"Leie, sectie Deinze - Sint-Baafs-Vijve",5037.2577918653915,NBHP
gewone gunnera,Gunnera tinctoria (Molina) Mirbel,Gt,Onbevaarbare waterlopen 1e categorie,1804.2053267740357,NBHP
Noord-Aziatische modderkruiper,"Misgurnus bipartitus (Sauvage & Dabry de Thiersant, 1874)",Mb,"Hamonterheide, Hageven, Buitenheide, Stamprooierbroek en Mariahof",189554.72074244265,VGLRL
Noord-Aziatische modderkruiper,"Misgurnus bipartitus (Sauvage & Dabry de Thiersant, 1874)",Mb,Lage tot aan Hoge Kempen,3431.3561834630527,anb-regio
Noord-Aziatische modderkruiper,"Misgurnus bipartitus (Sauvage & Dabry de Thiersant, 1874)",Mb,Broeksbeemden,3431.3561834630527,anb-domein
Noord-Aziatische modderkruiper,"Misgurnus bipartitus (Sauvage & Dabry de Thiersant, 1874)",Mb,Lage tot aan Hoge Kempen,3431.3561834630527,anb-regio
Noord-Aziatische modderkruiper,"Misgurnus bipartitus (Sauvage & Dabry de Thiersant, 1874)",Mb,Broeksbeemden,3431.3561834630527,anb-domein
Noord-Aziatische modderkruiper,"Misgurnus bipartitus (Sauvage & Dabry de Thiersant, 1874)",Mb,Smeetshof,89808.50075983664,NBHP
Noord-Aziatische modderkruiper,"Misgurnus bipartitus (Sauvage & Dabry de Thiersant, 1874)",Mb,Lozerheide,3450.526434996438,NBHP
Pontische stroomgrondel,"Neogobius fluviatilis (Pallas, 1814)",Nf,Kleine Netevallei,520.7092430784833,NBHP
