soort,species,abbr,gebied,intersect_area,type
late guldenroede,Solidago gigantea Aiton,Sg,"Bovenloop van de Grote Nete met Zammelsbroek, Langdonken en Goor",1547588.0040824716,HBTRL
late guldenroede,Solidago gigantea Aiton,Sg,Durme en de middenloop van de Schelde,1108773.380647814,VGLRL
late guldenroede,Solidago gigantea Aiton,Sg,"Hamonterheide, Hageven, Buitenheide, Stamprooierbroek en Mariahof",991808.96964225394,VGLRL
late guldenroede,Solidago gigantea Aiton,Sg,De Demervallei,844390.9586818598,VGLRL
late guldenroede,Solidago gigantea Aiton,Sg,Groene Gordels,1798803.4075319548,anb-regio
late guldenroede,Solidago gigantea Aiton,Sg,Taxandria,1460827.4999078973,anb-regio
late guldenroede,Solidago gigantea Aiton,Sg,Antwerpse Kempen,1412839.9477063373,anb-regio
late guldenroede,Solidago gigantea Aiton,Sg,Ophovenderheide,419651.5395971175,anb-domein
late guldenroede,Solidago gigantea Aiton,Sg,Teut-Ten Haagdoorn,409362.9721549428,anb-domein
late guldenroede,Solidago gigantea Aiton,Sg,Vallei van de Grote Nete - Regio SN - Eig. ANB,359575.6791817968,anb-domein
late guldenroede,Solidago gigantea Aiton,Sg,Groene Gordels,1295756.190449158,anb-regio
late guldenroede,Solidago gigantea Aiton,Sg,Taxandria,1198266.4923766127,anb-regio
late guldenroede,Solidago gigantea Aiton,Sg,Lage tot aan Hoge Kempen,1118547.127497989,anb-regio
late guldenroede,Solidago gigantea Aiton,Sg,Ophovenderheide,419651.5395971175,anb-domein
late guldenroede,Solidago gigantea Aiton,Sg,Teut-Ten Haagdoorn,407506.2402115981,anb-domein
late guldenroede,Solidago gigantea Aiton,Sg,Vallei van de Grote Nete - Regio SN - Eig. ANB,359575.6791817968,anb-domein
late guldenroede,Solidago gigantea Aiton,Sg,Dal van de Grensmaas,1074184.126529399,NBHP
late guldenroede,Solidago gigantea Aiton,Sg,Vallei van de Grote Nete Hullebrug-Herenbossen,997264.2324024804,NBHP
late guldenroede,Solidago gigantea Aiton,Sg,Averbode Bos en Heide,666095.518075278,NBHP
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,Demervallei,847246.4229252186,HBTRL
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",709059.8130678833,HBTRL
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,Abeek met aangrenzende moerasgebieden,571494.3683052262,HBTRL
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,De Demervallei,999214.7042562787,VGLRL
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,"Hamonterheide, Hageven, Buitenheide, Stamprooierbroek en Mariahof",967402.9398694071,VGLRL
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,IJzervallei,538897.4334966688,VGLRL
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,Demerland & Zuiderkempen,683287.1107042591,anb-regio
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,Taxandria,665972.4541311588,anb-regio
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,Antwerpse Kempen,390522.633052373,anb-regio
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,De Melle,215228.21595588507,anb-domein
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,Webbekoms en Diesters Broek,206668.467356756,anb-domein
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,Scheps,150401.62033356997,anb-domein
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,Demerland & Zuiderkempen,669509.0813476223,anb-regio
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,Taxandria,534510.7599634472,anb-regio
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,Kust & Westhoek,313040.1662919572,anb-regio
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,De Melle,215228.21595588507,anb-domein
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,Webbekoms en Diesters Broek,206668.467356756,anb-domein
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,Scheps,150401.62033356997,anb-domein
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,Dal van de Grensmaas,456623.8881733921,NBHP
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,Onbevaarbare waterlopen 1e categorie,395774.83621888794,NBHP
smalle waterpest,Elodea nuttallii (Planch.) St. John,En,De Maat,285077.45346801146,NBHP
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,Duingebieden inclusief IJzermonding en Zwin,6166653.704845695,HBTRL
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",436750.87790420663,HBTRL
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,Schelde- en Durme-estuarium van de Nederlandse grens tot Gent,428296.3864619334,HBTRL
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,Westkust,3723728.528183688,VGLRL
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,"Bocholt, Hechtel-Eksel, Meeuwen-Gruitrode, Neerpelt en Peer",408145.9475451472,VGLRL
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,"Hamonterheide, Hageven, Buitenheide, Stamprooierbroek en Mariahof",385239.26976372337,VGLRL
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,Kust & Westhoek,5181420.699358212,anb-regio
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,Antwerpse Kempen,583590.5948938428,anb-regio
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,Lage tot aan Hoge Kempen,548292.6705610495,anb-regio
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,De Doornpanne,729321.9243958999,anb-domein
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,De Westhoek,648295.1029082192,anb-domein
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,De Noordduinen,442828.71041892236,anb-domein
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,Kust & Westhoek,4032352.9699268886,anb-regio
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,Demerland & Zuiderkempen,337448.6050164616,anb-regio
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,Taxandria,241779.98324898916,anb-regio
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,De Westhoek,648295.1029082192,anb-domein
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,De Noordduinen,442828.71041892236,anb-domein
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,Houtsaegerduinen,399120.1160492826,anb-domein
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,LIFE+ flandre,1407399.411665358,NBHP
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,Duinen en Bossen van De Panne,1260133.236682786,NBHP
mahonie,Mahonia aquifolium (Pursh) Nutt.,Maa,"Koksijde, Simliduinen en Sint-Laureinsduinen",1101115.2502720468,NBHP
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,"Bovenloop van de Grote Nete met Zammelsbroek, Langdonken en Goor",755307.4352374997,HBTRL
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,Demervallei,494006.177386586,HBTRL
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,Abeek met aangrenzende moerasgebieden,462330.4205537273,HBTRL
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,De Demervallei,2557845.902248576,VGLRL
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,"Hamonterheide, Hageven, Buitenheide, Stamprooierbroek en Mariahof",920500.5901128646,VGLRL
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,Poldercomplex,243095.7585260387,VGLRL
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,Demerland & Zuiderkempen,826706.0255600973,anb-regio
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,Vlaamse Ardennen & Schelde-Leie,617966.3287469463,anb-regio
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,Groene Gordels,359858.8740722759,anb-regio
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,Broek De Naeyer,331245.7490356044,anb-domein
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,Demerbroeken,241914.21587722952,anb-domein
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,Webbekoms en Diesters Broek,236386.18379635236,anb-domein
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,Demerland & Zuiderkempen,736973.6082657963,anb-regio
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,Vlaamse Ardennen & Schelde-Leie,522999.255056063,anb-regio
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,Zandig Vlaanderen,177824.57153918888,anb-regio
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,Webbekoms en Diesters Broek,236386.18379635236,anb-domein
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,Demerbroeken,224564.1767233307,anb-domein
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,Balokken,130125.4645920714,anb-domein
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,Onbevaarbare waterlopen 1e categorie,907773.7244013061,NBHP
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,Provinciaal domein Broek De Naeyer,360099.4918477038,NBHP
grote waternavel,Hydrocotyle ranunculoides L. f.,Hr,Webbekomsbroek-Borchbeemden,279332.4216798453,NBHP
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,"Vennen, heiden en moerassen rond Turnhout",147158.17517965735,HBTRL
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,Klein en Groot Schietveld,87801.8241704492,HBTRL
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,Historische fortengordels van Antwerpen als vleermuizenhabitats,65254.340681340545,HBTRL
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,"De Maatjes, Wuustwezelheide en Groot Schietveld",96321.62463676977,VGLRL
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,De Demervallei,66024.22817878996,VGLRL
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,"Arendonk, Merksplas, Oud-Turnhout, Ravels en Turnhout",50863.02155519862,VGLRL
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,Antwerpse Kempen,603415.5331358518,anb-regio
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,Groene Gordels,517335.5059872861,anb-regio
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,Taxandria,73614.61909114529,anb-regio
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,Vordenstein,487419.07352750533,anb-domein
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,De Inslag - Eig. ANB,322779.4513039454,anb-domein
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,West-Beersgat,96737.34239181844,anb-domein
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,Groene Gordels,517335.5059872861,anb-regio
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,Antwerpse Kempen,485051.5398435052,anb-regio
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,Vlaamse Ardennen & Schelde-Leie,65339.59928746744,anb-regio
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,Vordenstein,487419.07352750533,anb-domein
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,De Inslag - Eig. ANB,322779.4513039454,anb-domein
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,West-Beersgat,96737.34239181844,anb-domein
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,UBP/AN/10/04 - Kapellen-Schoten-Brasschaat,589472.3450015482,NBHP
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,Vordenstein,386597.1239232293,NBHP
Chinese muntjak,"Muntiacus reevesi Ogilby, 1839",Mr,Calesberg Schoten,71214.30262550309,NBHP
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,Schelde- en Durme-estuarium van de Nederlandse grens tot Gent,60727.547439193004,HBTRL
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,Bossen van het zuidoosten van de Zandleemstreek,48256.48735012641,HBTRL
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,"Vallei- en brongebieden van de Zwarte Beek, Bolisserbeek en Dommel met heide en vengebieden",42651.72351313429,HBTRL
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,Militair domein en de vallei van de Zwarte Beek,42651.72351313429,VGLRL
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,Durme en de middenloop van de Schelde,31401.573745759844,VGLRL
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,Kalmthoutse Heide,9363.76241976297,VGLRL
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,Kust & Westhoek,61135.1215497385,anb-regio
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,Zandig Vlaanderen,47137.78815840812,anb-regio
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,Vlaamse Ardennen & Schelde-Leie,32797.01833109027,anb-regio
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,t Veld,61135.1215497385,anb-domein
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,Bulskampveld provincie,36150.739139343,anb-domein
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,Vrijbroekpark,31401.57374576293,anb-domein
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,Vlaamse Ardennen & Schelde-Leie,3816.7806650202547,anb-regio
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,Makegemse bossen,3816.7806650202547,anb-domein
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,BP/WV/07/001/OP-PR Groenhove,82866.39803451889,NBHP
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,'t Veld,61146.02043476507,NBHP
Japans hoefblad,Petasites japonicus (Siebold & Zucc.) Maxim.,Pj,BP/WV/05/001/OP Bulskampveld,36150.739139343,NBHP
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,Duingebieden inclusief IJzermonding en Zwin,556142.7712275188,HBTRL
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,Schelde- en Durme-estuarium van de Nederlandse grens tot Gent,183640.26055811573,HBTRL
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,Historische fortengordels van Antwerpen als vleermuizenhabitats,88897.39505085611,HBTRL
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,Westkust,256376.91981560885,VGLRL
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,Militair domein en de vallei van de Zwarte Beek,125606.29498307023,VGLRL
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,Durme en de middenloop van de Schelde,108573.38340212536,VGLRL
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,Kust & Westhoek,372309.04257449356,anb-regio
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,Antwerpse Kempen,265420.9850591329,anb-regio
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,Groene Gordels,247844.70623507616,anb-regio
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,Calmeynbos,87804.69199759161,anb-domein
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,MD Kamp Beverlo,80171.38030746038,anb-domein
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,De Noordduinen,70615.68184986897,anb-domein
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,Kust & Westhoek,219350.98393404053,anb-regio
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,Groene Gordels,157970.26322180495,anb-regio
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,Lage tot aan Hoge Kempen,108694.93950123258,anb-regio
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,MD Kamp Beverlo,80171.38030746038,anb-domein
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,De Noordduinen,70615.68184986897,anb-domein
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,Ter Rijst,40911.62303495704,anb-domein
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,Dal van de Grensmaas,118048.22316001973,NBHP
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,UBP/AN/10/04 - Kapellen-Schoten-Brasschaat,111472.45235126327,NBHP
hemelboom,Ailanthus altissima (Mill.) Swingle,Aal,"Koksijde, Simliduinen en Sint-Laureinsduinen",110920.02721988963,NBHP
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,"Bovenloop van de Grote Nete met Zammelsbroek, Langdonken en Goor",303572.4924081223,HBTRL
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",246419.9970649993,HBTRL
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,"Valleien van de Laambeek, Zonderikbeek, Slangebeek en Roosterbeek met vijvergebieden en heiden",203638.5150576005,HBTRL
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,Bokrijk en omgeving,156533.88016181032,VGLRL
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,De Ronde Put,98591.68767160719,VGLRL
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,"Hamonterheide, Hageven, Buitenheide, Stamprooierbroek en Mariahof",94993.03299661807,VGLRL
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,Taxandria,224793.2939950216,anb-regio
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,Demerland & Zuiderkempen,114627.28047997988,anb-regio
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,Hoge Kempen tot Voeren,100631.6101182859,anb-regio
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,Scheps,65840.01649884321,anb-domein
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,Postels Natuurgebied - Deelgebied Ronde Put,52801.595225064084,anb-domein
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,Nieuwe Heide,40040.20023349566,anb-domein
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,Taxandria,214659.21928528475,anb-regio
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,Demerland & Zuiderkempen,96497.76846635499,anb-regio
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,Hoge Kempen tot Voeren,89453.84643888727,anb-regio
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,Scheps,65840.01649884321,anb-domein
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,Postels Natuurgebied - Deelgebied Ronde Put,52801.595225064084,anb-domein
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,Nieuwe Heide,40040.20023349566,anb-domein
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,Het Wik,88954.07928962758,NBHP
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,De Zegge,74218.10811989175,NBHP
Amerikaanse hondsvis,"Umbra pygmaea (DeKay, 1842)",Up,De Maten,61616.346029979344,NBHP
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,Schelde- en Durme-estuarium van de Nederlandse grens tot Gent,2546419.337615393,HBTRL
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",489791.7746712825,HBTRL
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,Demervallei,473571.66227254865,HBTRL
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,Durme en de middenloop van de Schelde,1280772.567590643,VGLRL
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,De Demervallei,1022716.9408686329,VGLRL
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,IJzervallei,462402.5327425145,VGLRL
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,Antwerpse Kempen,542356.0750440251,anb-regio
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,Demerland & Zuiderkempen,499995.0003341118,anb-regio
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,Groene Gordels,485628.1059629188,anb-regio
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,De Polders van Kruibeke,309688.98459745775,anb-domein
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,Merkembroek-Woumenbroek,171529.49656900487,anb-domein
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,Webbekoms en Diesters Broek,147536.65025130688,anb-domein
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,Antwerpse Kempen,418945.24539152434,anb-regio
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,Demerland & Zuiderkempen,403215.50103068823,anb-regio
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,Zandig Vlaanderen,279272.3885569243,anb-regio
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,De Polders van Kruibeke,207170.01392992013,anb-domein
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,Merkembroek-Woumenbroek,171529.49656900487,anb-domein
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,Webbekoms en Diesters Broek,147536.65025130688,anb-domein
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,Polders van Kruibeke,292694.6585556633,NBHP
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,Onbevaarbare waterlopen 1e categorie,283762.0723228975,NBHP
Chinese wolhandkrab,"Eriocheir sinensis H. Milne Edwards, 1854",Es,Laakvalleien,221658.9486398691,NBHP
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,Schelde- en Durme-estuarium van de Nederlandse grens tot Gent,5457986.534814253,HBTRL
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,"Valleigebied van de Kleine Nete met brongebieden, moerassen en heiden",1826636.354198801,HBTRL
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,"Bovenloop van de Grote Nete met Zammelsbroek, Langdonken en Goor",1705509.7816844422,HBTRL
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,De Demervallei,3009676.6478721574,VGLRL
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,Durme en de middenloop van de Schelde,2900375.076462345,VGLRL
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,"Hamonterheide, Hageven, Buitenheide, Stamprooierbroek en Mariahof",1600794.7568758742,VGLRL
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,Antwerpse Kempen,4346269.427183282,anb-regio
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,Groene Gordels,3724501.110745556,anb-regio
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,Demerland & Zuiderkempen,2719743.008453844,anb-regio
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,MD Kamp Beverlo,682830.4663381594,anb-domein
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,Demerbroeken,481850.3591514372,anb-domein
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,Dorent,452454.3837013545,anb-domein
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,Antwerpse Kempen,2611675.2913856204,anb-regio
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,Groene Gordels,2207990.1250375034,anb-regio
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,Demerland & Zuiderkempen,2177410.9763316265,anb-regio
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,MD Kamp Beverlo,682830.4663381594,anb-domein
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,Dorent,448021.2385689067,anb-domein
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,Demerbroeken,409091.7685810842,anb-domein
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,Onbevaarbare waterlopen 1e categorie,2161535.44648231,NBHP
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,Dal van de Grensmaas,882833.0428824413,NBHP
invasieve duizendknopen,"Reynoutria japonica Houtt.,Reynoutria sachalinensis (F.Schmidt) Nakai,Reynoutria ×bohemica Chrtek & Chrtková",Rj,"Dijle-, Laan- en Ijsevallei",856377.7979295917,NBHP
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,Zoniënwoud,1370086.9274894476,HBTRL
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,Duingebieden inclusief IJzermonding en Zwin,372395.1633251234,HBTRL
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,Westkust,267970.97653348465,VGLRL
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,Brabantse Wouden,1620667.343842427,anb-regio
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,Kust & Westhoek,341438.4069775675,anb-regio
Siberische grondeekhoorn,"Tamias sibiricus Laxmann, 1769",Tsi,Demerland & Zuiderkempen,94085.99913159345,anb-regio
