"","groep","soort","GBIF_canonicalName","GBIF_scientificName","GBIF_code","species_wettelijke_naam","species_wettelijke_naam_bron","reg","rip","dun","vad","hoc","marien","brakwater","zoetwater","terrestrisch","natuur","volksgezondheid","veiligheid","infrastructuur","socioeconomisch","indamming_min","indamming_gem","indamming_stafw","indamming_max","uitroeiing_min","uitroeiing_gem","uitroeiing_stafw","uitroeiing_max","int_groep","aanwezigheid"
"87","plant","Canadese guldenroede","Solidago canadensis","Solidago canadensis L.",5389029,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aanwezig"
"88","plant","Chinese struikklaver","Lespedeza cuneata","Lespedeza cuneata (Dum.Cours.) G.Don",8114276,"Lespedeza cuneata (Dum.Cours.) G.Don (Lespedeza juncea var. sericea (Thunb.) Lace & Hauech)",3,3,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW","afwezig"
"89","plant","Delairea odorata","Delairea odorata","Delairea odorata Lem.",3134183,"Delairea odorata Lem.",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig"
"90","plant","Hyacinthoides ×massartiana","Hyacinthoides massartiana","Hyacinthoides ×massartiana Geerinck",5304294,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aanwezig"
"91","plant","Hydrocharis laevigata","Hydrocharis laevigata","Hydrocharis laevigata (Humb. & Bonpl. ex Willd.) Byng & Christenh.",11055820,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sporadisch"
"92","plant","Japans hoefblad","Petasites japonicus","Petasites japonicus (Siebold & Zucc.) Maxim.",3088310,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aanwezig"
"93","plant","Japans steltgras","Microstegium vimineum","Microstegium vimineum (Trin.) A.Camus",5289808,"Microstegium vimineum (Trin.) A. Camus",2,2,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,3.28571428571429,3.8,0.435655733770769,4.42857142857143,3.85714285714286,4.05714285714286,0.216653584115758,4.28571428571429,"REL-AAN-SPO","sporadisch"
"94","plant","Japans zeegras","Nanozostera japonica","Nanozostera japonica (Asch. & Graebn.) Toml. & Posl.",2863941,"Nanozostera japonica (Ascherson & Graebner) Tomlinson & Posluszny, 2001",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","plant","Japanse duizendknoop","Reynoutria japonica","Reynoutria japonica Houtt.",2889173,"Reynoutria japonica Houtt.",5,5,NA,1,1,NA,0,0,0,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-GEV-VER-BUI","aanwezig"
"96","plant","Japanse klimvaren","Lygodium japonicum","Lygodium japonicum (Thunb.) Sw.",2650436,"Lygodium japonicum (Thunb.) Sw.",3,3,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW","afwezig"
"97","plant","Japanse x Sachalinse duizendknoop","Reynoutria bohemica","Reynoutria ×bohemica Chrtek & Chrtková",4038485,"Reynoutria × bohemica Chrtek & Chrtková",5,5,NA,1,1,NA,0,0,0,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-GEV-VER-BUI","aanwezig"
"98","plant","Kaapse waterlelie","Aponogeton distachyos","Aponogeton distachyos L.f.",5328593,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aanwezig"
"99","plant","Leidse plant","Saururus cernuus","Saururus cernuus L.",5384932,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aanwezig"
"100","plant","Mantsjoerese wilde rijst","Zizania latifolia","Zizania latifolia (Griseb.) Hance ex F.Muell.",10919373,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aanwezig"
"101","plant","Perzische berenklauw","Heracleum persicum","Heracleum persicum Desf.",3628745,"Heracleum persicum Fischer",1,1,1,NA,NA,NA,0,0,0,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW","afwezig"
"102","plant","Sachalinse duizendknoop","Reynoutria sachalinensis","Reynoutria sachalinensis (F.Schmidt) Nakai",2889088,"Reynoutria sachalinensis (F. Schmidt) Nakai",5,5,NA,1,1,NA,0,0,0,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-GEV-VER-BUI","aanwezig"
"103","plant","Sosnowsky's berenklauw","Heracleum sosnowskyi","Heracleum sosnowskyi Manden.",3642949,"Heracleum sosnowskyi Mandenova",1,1,1,NA,NA,NA,0,0,0,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW","afwezig"
"104","plant","Spaanse hyacint","Hyacinthoides hispanica","Hyacinthoides hispanica (Mill.) Rothm.",5304257,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aanwezig"
"105","plant","Vallisneria australis","Vallisneria australis","Vallisneria australis S.W.L.Jacobs & Les",2865524,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sporadisch"
"106","plant","alligatorkruid","Alternanthera philoxeroides","Alternanthera philoxeroides (Mart.) Griseb.",3084923,"Alternanthera philoxeroides (Mart.) Griseb.",2,2,NA,NA,NA,NA,0,0,1,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW","afwezig"
"107","plant","ballonrank","Cardiospermum grandiflorum","Cardiospermum grandiflorum Sw.",3189935,"Cardiospermum grandiflorum Sw.",3,3,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW","afwezig"
"108","plant","boksdoorn","Lycium barbarum","Lycium barbarum L.",2928835,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aanwezig"
"109","plant","egeria","Egeria densa","Egeria densa Planch.",5329260,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig"
"110","plant","fraai lampenpoetsersgras","Cenchrus setaceus","Cenchrus setaceus (Forssk.) Morrone",5828232,"Cenchrus setaceus (Forssk.) Morrone (Pennisetum setaceum (Forssk.) Chiov.)",5,2,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-SPO","sporadisch"
"111","plant","gele maskerbloem","Erythranthe guttata","Erythranthe guttata (DC.) G.L.Nesom",7346102,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aanwezig"
"112","plant","gestekelde duizendknoop","Persicaria perfoliata","Persicaria perfoliata (L.) H.Gross",4033648,"Persicaria perfoliata (L.) H. Gross (Polygonum perfoliatum L.)",1,1,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW","afwezig"
"113","plant","gewone gunnera","Gunnera tinctoria","Gunnera tinctoria (Molina) Mirb.",2984306,"Gunnera tinctoria (Molina) Mirbel",2,2,NA,NA,NA,NA,0,0,0,1,1,0,0,1,0,2.85714285714286,3.60714285714286,0.513425206020186,4,2.85714285714286,3.71428571428571,0.583211843519804,4.14285714285714,"REL-AAN-SPO","sporadisch"
"114","plant","grote vlotvaren","Salvinia molesta","Salvinia ×molesta D.S.Mitch.",5274863,"Salvinia molesta D.S.Mitch. (Salvinia adnata Desv.)",3,3,NA,NA,1,NA,0,0,1,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW","sporadisch"
"115","plant","grote waternavel","Hydrocotyle ranunculoides","Hydrocotyle ranunculoides L.fil.",7978544,"Hydrocotyle ranunculoides L. f.",1,1,1,NA,1,NA,0,0,1,0,1,0,0,1,1,2.57142857142857,2.94285714285714,0.239045721866879,3.14285714285714,2.28571428571429,2.88571428571429,0.467297920965604,3.57142857142857,"REL-AAN-GEV-VER-BUI","aanwezig"
"116","plant","hakea","Hakea sericea","Hakea sericea Schrad. & J.C.Wendl.",7287606,"Hakea sericea Schrad. & J.C.Wendl. s.l.",5,4,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW","afwezig"
"117","plant","hemelboom","Ailanthus altissima","Ailanthus altissima (Mill.) Swingle",3190653,"Ailanthus altissima (Mill.) Swingle",3,3,NA,1,1,NA,0,0,0,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-GEV-VER-BUI","aanwezig"
"118","plant","hoog pampagras","Cortaderia jubata","Cortaderia jubata (Lemoine) Stapf",2704521,"Cortaderia jubata (Lemoine ex Carrière) Stapf",3,3,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW","afwezig"
"119","plant","hottentotvijg","Carpobrotus edulis","Carpobrotus edulis (L.) N.E.Br.",3084842,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sporadisch"
"120","plant","kleine waterteunisbloem","Ludwigia peploides","Ludwigia peploides (Kunth) P.H.Raven",5420991,"Ludwigia peploides (Kunth) P.H. Raven",1,1,1,NA,1,NA,0,0,1,0,1,0,0,1,1,2.42857142857143,2.76190476190476,0.359515925489083,3.14285714285714,2.57142857142857,2.80952380952381,0.412393049421161,3.28571428571429,"REL-AAN-GEV-BEP","aanwezig"
"121","plant","kudzu","Pueraria montana lobata","Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep",2977647,"Pueraria montana (Lour.) Merr. var. lobata (Willd.) (Pueraria lobata (Willd.) Ohwi)",1,1,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW","afwezig"
"122","plant","late guldenroede","Solidago gigantea","Solidago gigantea Aiton",5389017,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aanwezig"
"123","plant","mesquite","Prosopis juliflora","Prosopis juliflora (Sw.) DC.",5358460,"Prosopis juliflora (Sw.) DC.",3,3,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW","afwezig"
"124","plant","moerasanemoon","Houttuynia cordata","Houttuynia cordata Thunb.",5384931,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aanwezig"
"125","plant","moerasaronskelk","Lysichiton americanus","Lysichiton americanus Hultén & H.St.John",2869311,"Lysichiton americanus Hultén and St. John",1,1,1,NA,1,NA,0,0,1,1,1,0,0,0,0,3.71428571428571,3.91428571428571,0.162882203585591,4.14285714285714,3.28571428571429,3.71428571428571,0.285714285714286,4,"REL-AAN-SPO","aanwezig"
"126","plant","moerashyacint","Pontederia cordata","Pontederia cordata L.",2766030,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aanwezig"
"127","plant","ongelijkbladig vederkruid","Myriophyllum heterophyllum","Myriophyllum heterophyllum Michx.",5361762,"Myriophyllum heterophyllum Michaux",2,2,1,NA,1,NA,0,0,1,0,1,0,0,1,1,3.14285714285714,3.33333333333333,0.218217890235993,3.57142857142857,2.57142857142857,2.95238095238095,0.329914439536929,3.14285714285714,"REL-AAN-GEV-BEP","aanwezig"
"128","plant","oosterse hop","Humulus scandens","Humulus scandens (Lour.) Merr.",2984537,"Humulus scandens (Lour.) Merr.",3,3,NA,NA,NA,NA,0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW","afwezig"
"129","plant","papiermoerbei","Broussonetia papyrifera","Broussonetia papyrifera (L.) L'Hér. ex Vent.",5361944,"Broussonetia papyrifera (L.) L'Hér ex Vent.",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aanwezig"
"130","plant","parelvederkruid","Myriophyllum aquaticum","Myriophyllum aquaticum (Vell.) Verdc.",5361785,"Myriophyllum aquaticum (Vell.) Verdc.",1,1,1,NA,1,NA,0,0,1,0,1,0,0,1,1,2.71428571428571,2.85714285714286,0.142857142857143,3,1.85714285714286,2.33333333333333,0.412393049421161,2.57142857142857,"REL-AAN-GEV-VER-NAT","aanwezig"
"131","plant","reuzenbalsemien","Impatiens glandulifera","Impatiens glandulifera Royle",2891770,"Impatiens glandulifera Royle",2,2,1,NA,1,NA,0,0,0,1,1,0,0,1,0,2.14285714285714,2.89285714285714,0.713094244374854,3.85714285714286,2.14285714285714,2.35714285714286,0.184427778390829,2.57142857142857,"REL-AAN-GEV-VER-BUI","aanwezig"
"132","plant","reuzenberenklauw","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier",3034825,"Heracleum mantegazzianum Sommier & Levier",2,2,1,NA,1,NA,0,0,0,1,1,1,0,1,0,2.57142857142857,3.23809523809524,0.569042637953892,4,2.57142857142857,3.11904761904762,0.522292174597953,4,"REL-AAN-GEV-VER-BUI","aanwezig"
"133","plant","rimpelroos","Rosa rugosa","Rosa rugosa Thunb.",3003979,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aanwezig"
"134","plant","roze rimpelgras","Ehrharta calycina","Ehrharta calycina Sm.",2702865,"Ehrharta calycina Sm.",3,3,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW","afwezig"
"135","plant","schijnambrosia","Parthenium hysterophorus","Parthenium hysterophorus L.",3086784,"Parthenium hysterophorus L.",1,1,NA,NA,NA,NA,0,0,0,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW","afwezig"
"136","plant","smalle theeplant","Gymnocoronis spilanthoides","Gymnocoronis spilanthoides DC.",6063677,"Gymnocoronis spilanthoides (D.Don ex Hook. & Arn.) DC.",3,3,NA,NA,NA,NA,0,0,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW","afwezig"
"137","plant","smalle waterpest","Elodea nuttallii","Elodea nuttallii (Planch.) H.St.John",5329212,"Elodea nuttallii (Planch.) St. John",2,2,NA,NA,1,NA,0,0,1,0,1,0,0,1,1,2.28571428571429,2.96428571428571,0.610285981808395,3.71428571428571,1.57142857142857,2.28571428571429,0.48092880658867,2.57142857142857,"REL-AAN-GEV-VER-NAT","aanwezig"
"138","plant","stomp gaffelwier","Rugulopteryx okamurae","Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009",5824863,"Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009",4,4,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRR",NA
"139","plant","struikaster","Baccharis halimifolia","Baccharis halimifolia L.",3129663,"Baccharis halimifolia L.",1,1,NA,1,1,NA,0,1,0,1,1,0,0,0,0,3.42857142857143,3.5,0.0824786098842325,3.57142857142857,3.42857142857143,3.64285714285714,0.184427778390829,3.85714285714286,"REL-AAN-GEV-BEP","aanwezig"
"140","plant","talgboom","Triadica sebifera","Triadica sebifera (L.) Small",3054399,"Triadica sebifera (L.) Small (Sapium sebiferum (L.) Roxb.)",3,3,NA,NA,NA,NA,0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW","afwezig"
"141","plant","verspreidbladige waterpest","Lagarosiphon major","Lagarosiphon major (Ridl.) Moss",2865565,"Lagarosiphon major (Ridley) Moss",1,1,1,NA,1,NA,0,0,1,0,1,0,0,1,1,2.85714285714286,3.17857142857143,0.294507544686976,3.42857142857143,2.14285714285714,2.75,0.442242276690636,3.14285714285714,"REL-AAN-GEV-BEP","aanwezig"
"142","plant","watercrassula","Crassula helmsii","Crassula helmsii (Kirk) Cockayne",5362054,"Crassula helmsii (Kirk) Cockayne",5,5,1,NA,1,NA,0,0,1,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-GEV-VER-NAT","aanwezig"
"143","plant","waterhyacint","Pontederia crassipes","Pontederia crassipes Mart.",2765942,"Pontederia crassipes Mart",5,1,NA,NA,1,NA,0,0,1,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-SPO","sporadisch"
"144","plant","watersla","Pistia stratiotes","Pistia stratiotes L.",2870583,"Pistia stratiotes L.",4,4,NA,NA,NA,NA,0,0,1,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AAN-GEV-BEP","aanwezig"
"145","plant","waterteunisbloem","Ludwigia grandiflora","Ludwigia grandiflora (Michx.) Greuter & Burdet",5421039,"Ludwigia grandiflora (Michx.) Greuter & Burdet",1,1,1,NA,1,NA,0,0,1,0,1,0,0,1,1,2.57142857142857,2.9047619047619,0.359515925489083,3.28571428571429,1.85714285714286,2.23809523809524,0.436435780471985,2.71428571428571,"REL-AAN-GEV-VER-NAT","aanwezig"
"146","plant","waterwaaier","Cabomba caroliniana","Cabomba caroliniana A.Gray",2882443,"Cabomba caroliniana Gray",1,1,1,NA,1,NA,0,0,1,0,1,0,0,1,1,3,3.64285714285714,0.664963811608045,4.28571428571429,3.28571428571429,3.75,0.393397896234722,4.14285714285714,"REL-AAN-SPO","sporadisch"
"147","plant","wilgacacia","Acacia saligna","Acacia saligna (Labill.) H.L.Wendl.",2978552,"Acacia saligna (Labill.) H.L.Wendl. (Acacia cyanophylla Lindl.)",3,3,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"REL-AFW","afwezig"
"148","plant","zijdeplant","Asclepias syriaca","Asclepias syriaca L.",3170247,"Asclepias syriaca L.",2,2,NA,NA,NA,NA,0,0,0,1,1,1,0,0,1,2.85714285714286,3.08571428571429,0.162882203585591,3.28571428571429,3.14285714285714,3.37142857142857,0.191662969499982,3.57142857142857,"REL-AAN-SPO","sporadisch"
