"groep","GBIF_code","soort","species","naam_Unielijst","naam_Unielijst_lijst","Unielijst","lijst_rip","lijst_dun","lijst_vad","lijst_hoc","marien","brakwater","zoetwater","terrestrisch","natuur","volksgezondheid","veiligheid","infrastructuur","socioeconomisch","aanwezig_VL","hokken_VL","hokken_N2000","percent_in_N2000","percent_in_HRL","percent_in_VRL","promille_van_N2000","promille_van_HRL","promille_van_VRL","toename_VL","toename_N2000","WA","NL","DE","FR","LU","UK","prius_groep"
"dier",5035017,"zwarte vuurmier","Solenopsis richteri","Solenopsis richteri Forel, 1909",4,4,0,0,0,0,0,0,0,1,1,1,0,1,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"plant",2979775,"Acacia mearnsii","Acacia mearnsii","Acacia mearnsii [as ‘mearnsi’] De Wild., Pl. Bequaert. 3: 61 (1925)",5,5,0,0,0,0,0,0,0,1,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"plant",8848208,"Afghaanse duizendknoop","Koenigia polystachya","Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal",4,4,1,0,0,0,0,0,0,1,1,0,0,0,0,"aanwezig",47,17,36.2,36.2,17,4.1,5,4.4,"onduidelijk","niet opkomend","sporadisch","aanwezig","aanwezig","aanwezig","afwezig","aanwezig","REL-AAN-GEV-BEP"
"plant",2706080,"Amerikaans bezemgras","Andropogon virginicus","Andropogon virginicus L.",3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"plant",3169169,"Aziatische boomwurger","Celastrus orbiculatus","Celastrus orbiculatus Thunb.",4,4,0,0,0,0,0,0,0,1,1,0,0,0,1,"sporadisch",2,0,0,0,0,0,0,0,"onvoldoende data","onvoldoende data","afwezig","aanwezig","sporadisch","afwezig","afwezig","afwezig","REL-AAN-SPO"
"plant",5389029,"Canadese guldenroede","Solidago canadensis",NA,NA,0,0,1,1,0,0,0,0,1,1,0,0,1,0,"aanwezig",959,403,42,37.3,16.8,96.8,104.6,88.2,"niet opkomend","niet opkomend","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","REL-AAN-GEV-VER-BUI"
"plant",8114276,"Chinese struikklaver","Lespedeza cuneata","Lespedeza cuneata (Dum.Cours.) G.Don (Lespedeza juncea var. sericea (Thunb.) Lace & Hauech)",3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"plant",3134183,"Delairea odorata","Delairea odorata","Delairea odorata Lem.",5,5,0,0,0,0,0,0,0,1,1,1,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","sporadisch","afwezig","sporadisch","REL-AFW"
"plant",5304294,"Hyacinthoides ×massartiana","Hyacinthoides massartiana",NA,NA,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"aanwezig",342,102,29.8,28.1,9.6,24.5,28.1,18.1,"niet opkomend","opkomend","sporadisch","aanwezig","aanwezig","aanwezig","sporadisch","aanwezig","REL-AAN-GEV-VER-BUI"
"plant",11055820,"Hydrocharis laevigata","Hydrocharis laevigata",NA,NA,0,0,0,0,1,0,0,0,1,1,0,0,1,1,"sporadisch",2,0,0,0,0,0,0,0,"onvoldoende data","onvoldoende data","afwezig","sporadisch","sporadisch","afwezig","afwezig","afwezig","REL-AAN-SPO"
"plant",3088310,"Japans hoefblad","Petasites japonicus",NA,NA,0,1,0,0,0,0,0,0,1,1,0,0,1,1,"aanwezig",115,34,29.6,27,8.7,8.2,9.1,5.5,"niet opkomend","niet opkomend","aanwezig","aanwezig","aanwezig","aanwezig","sporadisch","aanwezig","REL-AAN-GEV-BEP"
"plant",5289808,"Japans steltgras","Microstegium vimineum","Microstegium vimineum (Trin.) A. Camus",2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,"sporadisch",1,0,0,0,0,0,0,0,"onvoldoende data","onvoldoende data","afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AAN-SPO"
"plant",2863943,"Japans zeegras","Zostera japonica","Nanozostera japonica (Ascherson & Graebner) Tomlinson & Posluszny, 2001",5,5,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRR"
"plant",2889173,"Japanse duizendknoop","Reynoutria japonica","Reynoutria japonica Houtt.",5,5,0,1,1,0,0,0,0,1,1,0,1,1,1,"aanwezig",6069,2114,34.8,30.4,14.4,507.6,538.7,477.3,"onduidelijk","opkomend","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","REL-AAN-GEV-VER-BUI"
"plant",2650436,"Japanse klimvaren","Lygodium japonicum","Lygodium japonicum (Thunb.) Sw.",3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"plant",4038485,"Japanse x Sachalinse duizendknoop","Reynoutria bohemica","Reynoutria × bohemica Chrtek & Chrtková",5,5,0,1,1,0,0,0,0,1,1,0,1,1,1,"aanwezig",77,33,42.9,37.7,16.9,7.9,8.5,7.1,"onduidelijk","niet opkomend","aanwezig","sporadisch","aanwezig","sporadisch","aanwezig","sporadisch","REL-AAN-GEV-BEP"
"plant",5328593,"Kaapse waterlelie","Aponogeton distachyos",NA,NA,0,1,0,0,0,0,0,1,0,1,0,0,1,0,"aanwezig",36,24,66.7,33.3,61.1,5.8,3.5,12.1,"onduidelijk","onduidelijk","aanwezig","aanwezig","sporadisch","sporadisch","afwezig","aanwezig","REL-AAN-GEV-BEP"
"plant",5384932,"Leidse plant","Saururus cernuus",NA,NA,0,1,0,1,0,0,0,0,1,1,0,0,0,0,"sporadisch",15,10,66.7,66.7,26.7,2.4,2.9,2.2,"onduidelijk","onvoldoende data","sporadisch","sporadisch","sporadisch","sporadisch","afwezig","afwezig","REL-AAN-SPO"
"plant",10919373,"Mantsjoerese wilde rijst","Zizania latifolia",NA,NA,0,1,0,0,0,0,0,1,1,1,0,0,1,1,"aanwezig",14,4,28.6,21.4,14.3,1,0.9,1.1,"onduidelijk","onvoldoende data","aanwezig","afwezig","sporadisch","afwezig","afwezig","afwezig","REL-AAN-GEV-BEP"
"plant",3628745,"Perzische berenklauw","Heracleum persicum","Heracleum persicum Fischer",1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","sporadisch","afwezig","afwezig","afwezig","REL-AFW"
"plant",2889088,"Sachalinse duizendknoop","Reynoutria sachalinensis","Reynoutria sachalinensis (F. Schmidt) Nakai",5,5,0,1,1,0,0,0,0,1,1,0,1,1,1,"aanwezig",181,70,38.7,30.9,20.4,16.8,16.4,20.3,"niet opkomend","niet opkomend","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","REL-AAN-GEV-VER-BUI"
"plant",3642949,"Sosnowsky's berenklauw","Heracleum sosnowskyi","Heracleum sosnowskyi Mandenova",1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"plant",5304257,"Spaanse hyacint","Hyacinthoides hispanica",NA,NA,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"aanwezig",644,219,34,31.5,10.7,52.6,59.3,37.8,"niet opkomend","niet opkomend","sporadisch","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","REL-AAN-GEV-VER-BUI"
"plant",2865524,"Vallisneria australis","Vallisneria australis",NA,NA,0,0,0,0,1,0,0,1,0,1,0,0,1,1,"sporadisch",11,6,54.5,54.5,18.2,1.4,1.8,1.1,"opkomend","onvoldoende data","afwezig","sporadisch","sporadisch","sporadisch","afwezig","afwezig","REL-AAN-SPO"
"plant",3084923,"alligatorkruid","Alternanthera philoxeroides","Alternanthera philoxeroides (Mart.) Griseb.",2,2,0,0,0,0,0,0,1,1,1,0,0,1,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","sporadisch","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"plant",3189935,"ballonrank","Cardiospermum grandiflorum","Cardiospermum grandiflorum Sw.",3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"plant",2928835,"boksdoorn","Lycium barbarum",NA,NA,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"aanwezig",226,121,53.5,51.8,23,29.1,34.2,28.5,"onduidelijk","onduidelijk","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","REL-AAN-GEV-VER-NAT"
"plant",5329263,"egeria","Elodea densa",NA,NA,0,1,0,1,0,0,0,1,0,1,0,0,1,1,"aanwezig",30,12,40,40,10,2.9,3.5,1.6,"onduidelijk","onvoldoende data","sporadisch","aanwezig","sporadisch","sporadisch","sporadisch","sporadisch","REL-AAN-GEV-BEP"
"plant",5828232,"fraai lampenpoetsersgras","Cenchrus setaceus","Cenchrus setaceus (Forssk.) Morrone (Pennisetum setaceum (Forssk.) Chiov.)",5,2,0,0,0,0,0,0,0,1,1,0,0,0,0,"sporadisch",3,0,0,0,0,0,0,0,"onvoldoende data","onvoldoende data","sporadisch","sporadisch","sporadisch","sporadisch","sporadisch","sporadisch","REL-AAN-SPO"
"plant",7346102,"gele maskerbloem","Erythranthe guttata",NA,NA,0,1,0,1,0,0,0,0,1,1,0,0,0,0,"aanwezig",202,82,40.6,36.1,17.3,19.7,21.3,19.2,"onduidelijk","opkomend","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","REL-AAN-GEV-VER-BUI"
"plant",4033648,"gestekelde duizendknoop","Persicaria perfoliata","Persicaria perfoliata (L.) H. Gross (Polygonum perfoliatum L.)",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","sporadisch","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"plant",2984306,"gewone gunnera","Gunnera tinctoria","Gunnera tinctoria (Molina) Mirbel",2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,"sporadisch",12,5,41.7,41.7,8.3,1.2,1.5,0.5,"onvoldoende data","onvoldoende data","sporadisch","aanwezig","sporadisch","sporadisch","sporadisch","aanwezig","REL-AAN-SPO"
"plant",5274863,"grote vlotvaren","Salvinia molesta","Salvinia molesta D.S.Mitch. (Salvinia adnata Desv.)",3,3,0,0,1,0,0,0,1,0,1,0,0,1,1,"sporadisch",1,0,0,0,0,0,0,0,"onvoldoende data","onvoldoende data","sporadisch","sporadisch","afwezig","afwezig","afwezig","afwezig","REL-AAN-SPO"
"plant",7978544,"grote waternavel","Hydrocotyle ranunculoides","Hydrocotyle ranunculoides L. f.",1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,"aanwezig",671,315,46.9,33.1,29.1,75.6,64.9,106.8,"onduidelijk","onduidelijk","aanwezig","aanwezig","aanwezig","aanwezig","afwezig","aanwezig","REL-AAN-GEV-VER-BUI"
"plant",7287606,"hakea","Hakea sericea","Hakea sericea Schrad. & J.C.Wendl. s.l.",5,4,0,0,0,0,0,0,0,1,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"plant",3190653,"hemelboom","Ailanthus altissima","Ailanthus altissima (Mill.) Swingle",3,3,0,1,1,0,0,0,0,1,1,1,0,1,0,"aanwezig",961,262,27.3,24.1,10,62.9,67.8,52.6,"opkomend","opkomend","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","REL-AAN-GEV-VER-BUI"
"plant",2704521,"hoog pampagras","Cortaderia jubata","Cortaderia jubata (Lemoine ex Carrière) Stapf",3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","sporadisch","afwezig","afwezig","afwezig","REL-AFW"
"plant",3084842,"hottentotvijg","Carpobrotus edulis",NA,NA,0,0,1,1,0,0,0,0,1,1,0,0,1,1,"sporadisch",1,1,100,100,100,0.2,0.3,0.5,"onvoldoende data","onvoldoende data","afwezig","sporadisch","sporadisch","sporadisch","sporadisch","aanwezig","REL-AAN-SPO"
"plant",5420991,"kleine waterteunisbloem","Ludwigia peploides","Ludwigia peploides (Kunth) P.H. Raven",1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,"aanwezig",21,11,52.4,23.8,38.1,2.6,1.5,4.4,"onduidelijk","niet opkomend","sporadisch","aanwezig","sporadisch","aanwezig","afwezig","afwezig","REL-AAN-GEV-BEP"
"plant",2977647,"kudzu","Pueraria montana lobata","Pueraria montana (Lour.) Merr. var. lobata (Willd.) (Pueraria lobata (Willd.) Ohwi)",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"plant",5389017,"late guldenroede","Solidago gigantea",NA,NA,0,0,1,1,0,0,0,0,1,1,0,0,1,0,"aanwezig",4290,1557,36.3,32.5,14.2,373.8,407.5,334.2,"opkomend","opkomend","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","REL-AAN-GEV-VER-BUI"
"plant",5358460,"mesquite","Prosopis juliflora","Prosopis juliflora (Sw.) DC.",3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"plant",5384931,"moerasanemoon","Houttuynia cordata",NA,NA,0,1,0,0,0,0,0,0,1,1,0,0,0,0,"aanwezig",96,28,29.2,26,14.6,6.7,7.3,7.7,"onduidelijk","opkomend","aanwezig","aanwezig","aanwezig","sporadisch","sporadisch","aanwezig","REL-AAN-GEV-BEP"
"plant",2869311,"moerasaronskelk","Lysichiton americanus","Lysichiton americanus Hultén and St. John",1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,"aanwezig",57,26,45.6,43.9,14,6.2,7.3,4.4,"niet opkomend","onduidelijk","aanwezig","aanwezig","aanwezig","sporadisch","sporadisch","aanwezig","REL-AAN-SPO"
"plant",2766030,"moerashyacint","Pontederia cordata",NA,NA,0,1,0,1,0,0,0,1,1,1,0,0,0,0,"aanwezig",241,131,54.4,50.6,28.2,31.5,35.7,37.3,"niet opkomend","niet opkomend","aanwezig","aanwezig","aanwezig","aanwezig","sporadisch","aanwezig","REL-AAN-GEV-VER-NAT"
"plant",5361762,"ongelijkbladig vederkruid","Myriophyllum heterophyllum","Myriophyllum heterophyllum Michaux",2,2,1,0,1,0,0,0,1,0,1,0,0,1,1,"aanwezig",70,34,48.6,47.1,14.3,8.2,9.6,5.5,"niet opkomend","niet opkomend","sporadisch","aanwezig","sporadisch","aanwezig","afwezig","afwezig","REL-AAN-GEV-BEP"
"plant",2984537,"oosterse hop","Humulus scandens","Humulus scandens (Lour.) Merr.",3,3,0,0,0,0,0,0,0,1,1,1,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","sporadisch","afwezig","sporadisch","afwezig","afwezig","REL-AFW"
"plant",5361944,"papiermoerbei","Broussonetia papyrifera","Broussonetia papyrifera (L.) L'Hér ex Vent.",5,5,0,0,0,0,0,0,0,1,1,1,0,0,0,"aanwezig",8,1,12.5,12.5,0,0.2,0.3,0,"opkomend","onvoldoende data","sporadisch","aanwezig","aanwezig","aanwezig","sporadisch","aanwezig","REL-AAN-GEV-BEP"
"plant",5361785,"parelvederkruid","Myriophyllum aquaticum","Myriophyllum aquaticum (Vell.) Verdc.",1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,"aanwezig",564,269,47.7,42.2,20.6,64.6,69.6,63.6,"onduidelijk","onduidelijk","sporadisch","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","REL-AAN-GEV-VER-BUI"
"plant",2891770,"reuzenbalsemien","Impatiens glandulifera","Impatiens glandulifera Royle",2,2,1,0,1,0,0,0,0,1,1,0,0,1,0,"aanwezig",4274,1654,38.7,34.4,15.3,397.1,429.7,359.5,"opkomend","opkomend","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","REL-AAN-GEV-VER-BUI"
"plant",3034825,"reuzenberenklauw","Heracleum mantegazzianum","Heracleum mantegazzianum Sommier & Levier",2,2,1,0,1,0,0,0,0,1,1,1,0,1,0,"aanwezig",3023,1096,36.3,31.3,13.7,263.1,276.5,226.3,"opkomend","opkomend","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","REL-AAN-GEV-VER-BUI"
"plant",3003979,"rimpelroos","Rosa rugosa",NA,NA,0,0,1,1,0,0,0,0,1,1,0,0,1,1,"aanwezig",2210,798,36.1,31.2,15.7,191.6,201.7,190.1,"niet opkomend","onduidelijk","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","REL-AAN-GEV-VER-BUI"
"plant",2702865,"roze rimpelgras","Ehrharta calycina","Ehrharta calycina Sm.",3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"plant",3086784,"schijnambrosia","Parthenium hysterophorus","Parthenium hysterophorus L.",1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"plant",6063677,"smalle theeplant","Gymnocoronis spilanthoides","Gymnocoronis spilanthoides (D.Don ex Hook. & Arn.) DC.",3,3,0,0,0,0,0,0,0,1,1,0,0,1,1,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","sporadisch","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"plant",5329212,"smalle waterpest","Elodea nuttallii","Elodea nuttallii (Planch.) St. John",2,2,0,0,1,0,0,0,1,0,1,0,0,1,1,"aanwezig",616,338,54.9,44.6,29.4,81.2,80.4,99.2,"niet opkomend","niet opkomend","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","aanwezig","REL-AAN-GEV-VER-NAT"
"plant",5824863,"stomp gaffelwier","Rugulopteryx okamurae","Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009",4,4,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRR"
"plant",3129663,"struikaster","Baccharis halimifolia","Baccharis halimifolia L.",1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,"aanwezig",171,107,62.6,60.2,31,25.7,30.1,29,"onduidelijk","onduidelijk","sporadisch","sporadisch","afwezig","aanwezig","afwezig","sporadisch","REL-AAN-GEV-VER-NAT"
"plant",3054399,"talgboom","Triadica sebifera","Triadica sebifera (L.) Small (Sapium sebiferum (L.) Roxb.)",3,3,0,0,0,0,0,0,0,1,1,1,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"afwezig","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"plant",2865565,"verspreidbladige waterpest","Lagarosiphon major","Lagarosiphon major (Ridley) Moss",1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,"aanwezig",32,12,37.5,34.4,12.5,2.9,3.2,2.2,"onvoldoende data","onvoldoende data","sporadisch","aanwezig","aanwezig","sporadisch","sporadisch","aanwezig","REL-AAN-GEV-BEP"
"plant",5362054,"watercrassula","Crassula helmsii","Crassula helmsii (Kirk) Cockayne",5,5,1,0,1,0,0,0,1,1,1,0,0,1,1,"aanwezig",1118,548,49,37.7,27.8,131.6,123.1,170.4,"onduidelijk","onduidelijk","aanwezig","aanwezig","aanwezig","aanwezig","sporadisch","aanwezig","REL-AAN-GEV-VER-BUI"
"plant",2765942,"waterhyacint","Pontederia crassipes","Pontederia crassipes Mart",5,1,0,0,1,0,0,0,1,0,1,0,0,1,1,"sporadisch",10,6,60,50,30,1.4,1.5,1.6,"onvoldoende data","onvoldoende data","sporadisch","sporadisch","afwezig","sporadisch","afwezig","sporadisch","REL-AAN-SPO"
"plant",2870583,"watersla","Pistia stratiotes","Pistia stratiotes L.",4,4,0,0,0,0,0,0,1,0,1,0,0,1,1,"aanwezig",44,16,36.4,36.4,9.1,3.8,4.7,2.2,"onduidelijk","onvoldoende data","sporadisch","sporadisch","aanwezig","sporadisch","afwezig","sporadisch","REL-AAN-GEV-BEP"
"plant",5421039,"waterteunisbloem","Ludwigia grandiflora","Ludwigia grandiflora (Michx.) Greuter & Burdet",1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,"aanwezig",640,317,49.5,39.4,26.7,76.1,73.7,93.7,"niet opkomend","niet opkomend","aanwezig","aanwezig","sporadisch","aanwezig","sporadisch","aanwezig","REL-AAN-GEV-VER-BUI"
"plant",2882443,"waterwaaier","Cabomba caroliniana","Cabomba caroliniana Gray",1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,"sporadisch",16,8,50,50,6.2,1.9,2.3,0.5,"onduidelijk","onvoldoende data","afwezig","aanwezig","sporadisch","sporadisch","afwezig","sporadisch","REL-AAN-SPO"
"plant",2978552,"wilgacacia","Acacia saligna","Acacia saligna (Labill.) H.L.Wendl. (Acacia cyanophylla Lindl.)",3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,"afwezig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sporadisch","afwezig","afwezig","afwezig","afwezig","afwezig","REL-AFW"
"plant",3170247,"zijdeplant","Asclepias syriaca","Asclepias syriaca L.",2,2,0,0,0,0,0,0,0,1,1,1,0,0,1,"sporadisch",44,18,40.9,38.6,6.8,4.3,5,1.6,"onduidelijk","niet opkomend","aanwezig","aanwezig","aanwezig","aanwezig","sporadisch","afwezig","REL-AAN-SPO"
